"V1","V2","V3","OBS","temp1","temp2","temp3","h1","h2","h3","conif","black"
0,1,0,1,8.64793131519969,8.78381504206648,11.1593239964627,7,13,29,0.6,1
0,0,0,0,6.69908066799619,7.60893342109351,8.07794551365778,8,16,25,0.5,0
1,1,1,3,9.57867837778455,7.92187172069429,11.3264325013567,7,14,25,0.9,1
0,0,0,0,7.37228569083803,8.87744139815446,7.64100773375293,9,15,26,0.2,1
1,0,1,2,7.24364235508483,10.2401764999678,9.0242570805541,10,15,23,0.8,1
0,0,0,0,7.45434548241797,5.96562703803282,7.63717193791645,9,12,27,0.3,0
0,0,0,0,7.01094873891816,10.3155884809536,6.00558113616151,12,12,25,0.2,1
0,0,0,0,7.19922437382681,7.28954612763759,6.63362264784813,7,14,28,0.1,0
0,1,1,2,10.2621846127371,9.17216597878984,11.1986901735936,10,11,26,1,1
0,0,0,0,7.24427796806844,9.01737119758103,8.1180714356942,6,16,27,0,1
1,1,0,2,8.63282542538036,8.89092260372306,11.74689466561,8,13,23,0.7,0
1,0,0,1,7.59917947664583,9.86762587363271,12.1501142300578,11,18,24,0.8,1
1,1,1,3,10.3547950522668,8.42077267858469,10.6996979446054,12,13,24,0.8,0
0,0,0,0,6.48094562948241,8.659664339232,7.80680379146487,9,14,25,0.2,1
0,1,0,1,9.48261970444683,8.83742682634538,13.0364183310714,11,14,25,0.7,1
0,1,1,2,9.0210207360095,8.78448974496547,10.8384872215225,8,14,26,0.9,0
0,0,1,1,8.08879217640301,9.15675632912554,10.1964113509995,9,18,24,0.8,1
0,1,1,2,8.16158889936078,8.32690014472093,11.7687826210268,14,18,28,0.8,1
1,1,1,3,11.8665499429787,9.05739478998772,11.0861255580963,6,13,24,0.9,1
1,0,0,1,6.76705791692484,8.91197425220393,11.7266935510937,8,14,25,0.7,1
1,1,1,3,10.6562583619942,9.84863674617632,11.2735228619956,9,12,25,1,1
0,0,0,0,6.78413684687558,6.8737824804211,7.32797056222706,8,12,25,0.5,1
1,0,1,2,10.731439408417,9.21245822001829,12.9474658117699,5,14,29,0.7,1
0,1,1,2,9.65608459087406,9.65395502352812,11.0137818945128,10,14,25,0.7,0
0,1,0,1,8.75658666412038,9.45446920924667,11.3426198767221,9,14,24,0.4,1
1,1,0,2,7.84405088513061,8.07904631391012,9.44573993110182,8,13,27,1,0
1,1,1,3,7.78817687201088,10.0461091602323,11.3227468880843,6,11,24,0.8,1
0,1,0,1,5.56461100905638,8.00411116295383,11.6393269459268,6,11,25,0.6,1
1,0,1,2,9.45092215689618,10.3923025648727,11.1497959796855,9,15,26,0.9,1
1,1,1,3,9.14401171152007,8.63606459521716,10.5721861912622,8,15,25,1,1
1,1,1,3,9.03301151591051,10.2015208997606,12.8788408433792,5,17,22,1,1
0,0,1,1,7.73090953132125,10.3740095774227,13.1961444623511,9,16,24,0.5,1
0,0,0,0,7.64272269533053,7.74288200110348,8.73421077793093,6,16,29,0.2,1
0,0,0,0,6.98916840998383,5.0586514357036,6.14802622576166,8,16,22,0.3,0
0,0,0,0,5.8196866507249,8.86776377942675,4.83880483593884,8,16,27,0.2,0
1,1,1,3,8.07500150417952,9.63118532512969,10.9072718174389,9,16,27,0.9,1
1,1,1,3,11.3960984266576,8.05912281049107,11.1377002462889,9,13,24,0.8,0
1,1,1,3,8.93131931339949,7.62759066896865,12.344444667368,5,13,22,0.9,0
0,0,1,1,8.93198976530114,8.80509453428642,11.8336677292953,6,15,24,0.7,0
1,1,1,3,9.18086335729149,7.68960918589272,12.9064725136134,9,14,23,0.8,1
1,1,1,3,9.96341883237016,9.09576524057465,11.1784553110225,12,13,25,1,1
1,1,1,3,9.9119454235166,9.87065573346195,11.9412630931589,12,15,24,1,1
0,0,0,0,6.9236252144041,10.0638039223301,5.57559390793242,6,17,25,0,0
1,0,1,2,8.25970120835314,8.62181093749266,11.0819786141845,7,15,25,0.9,0
1,0,1,2,8.15534656020546,9.88825504266382,10.8314810754114,11,15,26,0.8,1
1,1,1,3,9.25664553243998,8.17546921441603,12.7164115596723,4,15,25,0.8,1
1,0,1,2,8.17865872105366,9.45937631020768,12.0055955325509,12,16,26,1,1
1,1,0,2,7.68229655588593,8.78788588883503,10.3767594260635,9,15,25,1,0
0,1,1,2,7.48666935300593,9.5124541929466,10.8046393066361,8,15,29,0.8,1
1,0,1,2,7.07957219954713,9.25356047890356,10.928942167778,10,12,25,1,1
0,0,0,0,7.34984064680851,7.85430922086933,8.44354835391494,9,15,22,0.1,1
1,0,1,2,8.50249728681834,8.15491493595351,11.2415526719594,7,15,26,0.7,0
1,1,1,3,10.1662696130537,9.71793770019665,13.8487311156135,8,16,25,0.8,1
1,1,1,3,8.82012447499821,10.2196723216877,11.5430634106304,9,15,27,0.8,1
1,1,0,2,7.33635193756697,8.70780597254481,11.5208609144489,9,12,28,0.9,0
1,1,0,2,8.94171173064912,7.19502398472747,10.2624766038993,12,12,26,1,0
1,1,0,2,9.84233825566072,8.45564443385535,11.5907712997703,6,10,24,1,0
0,1,1,2,7.701135125499,9.33972953883057,13.237652240989,7,9,23,0.8,1
0,1,1,2,9.2222327393492,8.95650835071028,13.1706469408277,8,18,26,1,1
0,1,1,2,7.90122614625498,10.3518055676095,9.92604719180722,8,15,25,0.9,1
1,0,0,1,8.39704517887163,8.62225870955304,10.8758206207708,7,14,27,0.7,0
0,1,1,2,8.06779744004047,10.5284348499564,11.7870591259953,10,12,24,0.9,0
1,1,0,2,8.62590322663993,8.9790094911418,10.3096038949463,7,15,23,0.8,1
1,1,1,3,10.8223334583179,10.0695309817146,11.8518556775663,9,17,23,1,1
0,0,0,0,5.69269805907363,5.82033305033664,7.22955335921811,8,15,25,0,1
0,1,1,2,7.31509107928121,9.83843674835831,11.7165987902998,6,13,27,0.7,0
1,0,1,2,7.95412395557234,7.97851655497127,10.2529072040048,9,15,28,0.7,1
0,0,0,0,6.62844851124717,7.14170280082838,8.30383698982457,8,12,26,0.3,0
1,0,1,2,9.95065883234607,7.03375833286683,12.4883963461514,10,16,24,0.9,1
1,1,1,3,11.3405963542584,8.64997581823225,12.7781834898378,10,16,23,1,1
1,1,0,2,7.96358500741596,8.74869590046975,9.88086877417717,9,13,25,1,1
0,0,0,0,5.96075638874158,7.26000031839403,7.65035260949972,7,16,23,0.4,1
0,0,0,0,5.79555282017663,9.48921659573306,6.71496283471933,8,16,25,0.2,1
0,0,0,0,6.97987236129013,7.06426429520928,7.8075294430405,11,16,23,0.4,0
0,0,0,0,6.03188769577072,8.84217573087611,5.64927176914194,10,11,26,0.1,1
0,0,1,1,6.00616160932097,9.48365339993381,12.2141086422162,8,16,24,0.5,1
1,1,0,2,8.35006628284961,8.48248967492418,8.78455029991598,8,12,27,0.7,1
0,0,0,0,6.01275391063908,8.83106745191068,6.26298730800096,8,16,26,0.2,0
1,1,1,3,8.5170752264242,5.9138596643198,10.6462421192386,8,11,26,0.8,1
1,1,1,3,8.91863414417017,9.10656546746567,11.0568949282508,5,13,25,0.8,1
1,1,0,2,7.27377336392158,9.11476569416469,10.4552767202694,7,11,22,0.9,1
1,0,0,1,8.76093788949919,10.1030459717742,10.7601006847548,8,14,25,0.5,0
1,1,1,3,8.49821438059091,10.3010968636677,11.0038925570689,8,13,25,0.8,0
0,0,0,0,7.7922829520407,8.09542696443797,7.5231605057616,8,16,27,0.3,1
0,0,0,0,8.15086558841934,8.76418626673972,7.74434416872776,8,14,27,0.1,1
0,0,0,0,7.56174791967279,9.07242010005049,5.80682443833405,8,10,25,0.4,1
0,0,0,0,7.69533941139174,9.57380818248906,7.74964994661558,6,14,22,0.2,0
0,0,0,0,7.28493527477707,8.5061008505525,6.65351292303758,8,15,29,0.5,1
1,1,1,3,9.45737910323908,8.06219821013277,10.3225912867834,7,18,28,0.9,0
1,1,1,3,9.5952314650449,11.0508957363948,11.0440528249071,10,11,25,0.9,0
0,1,1,2,6.91354927788637,10.3413502247654,9.28096772238418,7,14,24,0.8,0
0,0,0,0,6.21723549204357,7.51927471502181,6.77174367027522,8,20,27,0.3,1
0,0,0,0,7.39927327637278,8.65891759739839,5.59840353119738,8,14,26,0.3,1
0,0,0,0,7.84288108139612,7.65308236704206,6.75924900503737,9,16,24,0.4,1
0,0,0,0,7.49114602127514,7.60108265547704,5.55651834177091,11,15,25,0.3,1
1,1,0,2,6.09104535341373,8.69810171948099,12.7748073937459,10,15,26,0.9,0
1,1,1,3,12.3191313217417,10.3592735669843,11.8954964893855,7,15,28,1,0
1,1,1,3,8.86810551326415,8.5663717174558,12.4622099974117,6,13,23,0.9,1
0,0,0,0,7.1509566653502,7.63397340914695,7.16323196420305,5,16,26,0.2,1
1,1,0,2,7.23701649378969,11.1704123135197,10.5014638329044,9,13,27,0.7,0
0,1,1,2,8.19077532701372,8.81894293940661,12.5733546745408,4,16,25,1,0
1,1,1,3,10.7617990787155,9.44229668790369,12.58306159553,8,13,25,0.9,1
1,1,1,3,10.1565253226879,8.1654452557825,11.8275246343833,6,13,25,1,1
0,1,1,2,7.85540742551324,8.0099047089182,11.6252902342887,10,12,30,0.9,1
1,0,0,1,9.36267292809426,8.1129371596145,10.8824545243107,8,16,21,0.8,0
0,0,0,0,8.02204404317381,9.23991615425661,7.99461596098807,7,15,25,0.1,1
1,1,1,3,10.5252045674394,11.2258688989672,11.6761381296368,12,18,25,1,1
0,0,0,0,7.19125707190862,8.3229354272109,8.23538841472222,9,16,25,0.1,0
1,0,1,2,8.060085262483,9.83506872217104,12.2013684796315,9,17,25,0.9,1
0,0,1,1,7.02057955774063,8.14079637542637,12.5904419394319,9,14,26,0.6,1
1,0,1,2,6.98127971473753,10.9111404436531,10.1851014338126,9,12,27,0.8,0
0,1,1,2,7.7339633553268,8.30141870280864,10.5422958487287,11,12,27,0.9,1
1,1,1,3,9.60769838924869,9.45627563369384,11.4747095415886,7,12,27,1,0
0,1,1,2,8.22841516838019,7.6027308407692,10.895690949869,9,15,28,1,0
0,0,0,0,6.85670340753589,7.49710513249541,8.90592752474053,10,16,28,0,1
1,0,1,2,6.21233540854773,10.0024127259382,10.3257180938936,9,16,31,1,1
1,1,1,3,10.0391298647464,9.45053317915539,12.4418058440079,8,15,25,0.9,1
1,0,1,2,7.4636076774238,9.29057336735484,11.6583671111227,9,15,23,1,1
1,0,1,2,8.79674594970393,8.95775887128434,11.0743104550823,10,16,24,0.9,1
0,1,1,2,7.39365600017491,8.00317559718643,12.1915451935781,8,14,21,0.8,0
1,0,0,1,7.30928598550561,10.7787185338641,11.2808451292514,8,15,26,0.7,0
0,0,1,1,6.60767815905289,11.0739235888964,11.4154565228826,13,16,28,0.4,1
1,1,0,2,8.12202174543266,9.73032973363574,9.12041267019886,10,14,23,0.9,1
1,1,0,2,8.86194975151462,8.52143060784486,10.8407851978957,11,15,27,0.8,0
0,1,0,1,6.51530252593189,9.45012495877033,11.149948899799,12,12,29,0.8,1
1,1,1,3,9.35041405266839,8.75527835277724,10.6294538771094,8,14,24,0.9,0
1,1,0,2,6.60655846154918,7.48561470886285,10.3422904821395,10,15,25,0.9,1
1,1,1,3,10.729332630183,8.9744098001754,12.7930191262503,11,12,29,0.9,0
1,1,1,3,9.20763102759765,9.09937116785492,11.9685979914655,10,16,26,0.9,0
0,0,0,0,5.63958526748378,8.36023162649816,5.83204122937965,6,12,26,0.4,1
1,0,1,2,8.60304759815373,9.30706737800341,11.4403023227675,8,16,26,0.8,1
1,0,1,2,8.7265031359704,6.67282187405412,12.0815171493063,8,13,23,1,1
1,1,1,3,9.9021369543011,9.20391977622396,11.8211248172398,11,16,23,1,0
0,0,1,1,6.21115345321078,9.51504732572,13.0975875859804,8,14,27,0.8,0
0,1,1,2,8.0538429750173,9.34182991611818,10.4695196191649,5,14,23,0.7,1
1,1,1,3,9.95774509961229,9.73669870200763,12.2832569952819,8,13,28,0.8,0
1,1,1,3,8.86821579140042,9.43153832360264,11.213079873901,8,13,27,0.8,1
1,1,1,3,11.7730456518658,10.1565235141513,10.8997042200695,6,16,27,0.8,1
0,1,0,1,7.72843000175439,7.61092920622563,12.127386514569,10,16,25,0.6,0
1,1,1,3,10.7006908390535,8.48423935087918,11.7535439604975,10,15,24,0.9,1
1,1,1,3,9.96579547950427,7.88746645265614,12.9715785001497,10,14,26,1,1
1,1,1,3,9.26530844822858,7.41607554184701,12.7414928374643,8,13,26,1,1
0,0,0,0,7.51443079531798,8.27553412259815,6.86469908221034,9,15,24,0.2,0
1,0,0,1,6.53057957454603,6.98679897727553,12.0506094662208,8,16,23,0.6,1
0,0,1,1,7.86664076574633,8.06451396102101,13.2532347347312,8,17,23,0.8,1
1,1,1,3,9.89188861503225,8.1242057732141,11.8430577985417,8,14,23,0.9,1
1,1,0,2,8.70319339198586,7.68229873551785,10.0259788242307,6,10,27,0.8,1
1,1,1,3,8.51887328307323,9.5174393535015,10.43266600152,11,14,25,0.9,0
0,0,1,1,10.2555757732435,9.55283641317079,11.7841562216977,6,9,25,0.4,1
0,1,1,2,9.13714469107843,10.422494114831,10.8011667603108,8,14,27,1,0
0,1,1,2,7.8364386601255,7.72140307596711,13.4104018000144,11,13,24,0.7,1
0,1,1,2,7.86788963686983,6.97026684146714,8.82325442219604,10,12,28,0.7,1
1,1,1,3,9.91545626585387,8.49500622223444,13.6766279122264,12,12,28,0.8,0
0,0,0,0,6.38912014940538,7.69366263100501,6.99034784010318,9,13,26,0.2,1
1,1,1,3,11.2093378221089,9.07807772045583,11.8288383687666,10,11,28,1,1
1,1,0,2,6.69755519104021,7.93253522897572,9.92494747858479,9,13,26,0.9,1
0,0,0,0,6.23771745267578,8.28012668914414,8.27005864051685,13,14,24,0.4,0
0,1,0,1,8.04019185865073,8.79754826414891,13.2578422417118,8,15,24,0.8,1
0,0,0,0,6.83450202479878,5.10142335705085,8.60520324695892,7,15,25,0.4,0
0,1,1,2,6.34084774390298,9.88064678926403,12.0314365479122,7,11,27,0.9,1
1,1,1,3,9.92118561591318,11.3503232731233,12.9670027078512,7,15,28,1,0
0,1,1,2,8.99066797929727,8.5995064699216,8.13506392386524,6,12,24,0.9,1
0,1,1,2,8.88263101172542,8.6680483133648,11.1354549208346,9,15,27,1,0
0,1,1,2,8.49945791008427,8.20384405684075,12.1844286157871,11,17,24,0.8,0
1,0,1,2,8.70487634858527,7.86251618167687,9.55809387013865,8,12,23,0.8,0
1,0,1,2,6.93263564759402,8.56489778059705,10.4691161093626,6,16,26,0.9,1
1,1,1,3,9.0574345700682,9.76360752120832,13.0608814750352,8,11,25,1,1
0,1,1,2,8.58394369045573,9.89996923227521,11.2173805272886,7,13,26,1,0
0,0,0,0,7.11863956217586,9.24490261401908,8.56981336295579,11,12,27,0.4,1
0,1,0,1,8.53841467240391,8.62412853121857,13.0286954976504,6,15,25,0.7,1
1,1,1,3,10.2343469912318,7.74893676979727,12.5969959777341,6,14,22,1,0
0,1,0,1,7.99192931314795,9.80211052962724,11.9881159336419,8,13,28,0.6,1
0,0,0,0,7.96342955584044,7.73013169124644,6.26254862316173,10,12,25,0.1,0
1,0,1,2,7.76642396432919,8.82155973595555,11.5689484887661,8,15,28,0.9,0
0,0,0,0,6.73073446157375,8.18811179330804,5.80619262899518,10,16,25,0.5,1
1,1,1,3,8.70085709071114,10.3532813435841,9.24413939322072,8,19,25,0.9,1
1,0,1,2,9.35418145458299,7.32953272826302,12.3298535771632,11,13,26,0.9,0
0,1,1,2,7.25730126534724,10.3777829631882,11.6324685246785,7,13,26,1,1
1,0,1,2,8.54029089417945,6.67137141433579,11.2138375991871,8,15,29,0.9,1
0,0,1,1,8.12334986165093,7.47487000937633,12.4341292275889,9,12,24,0.6,1
1,1,1,3,10.31050623248,8.21153848260387,14.07484048359,10,16,23,1,1
1,1,1,3,10.8481058742446,8.89452093507444,12.7776634946614,12,16,26,0.8,0
1,1,1,3,9.26650071165377,10.2160645490812,10.3238101776531,10,14,26,1,0
0,0,0,0,6.4715875345114,5.80092878369803,5.93516148364089,9,14,22,0.3,1
1,1,1,3,11.2090141377197,9.32278452149863,13.6901646006917,10,12,28,1,0
1,0,1,2,7.099954526489,8.67205749208614,9.13033604376565,6,12,27,0.7,1
0,0,0,0,7.07654081989862,8.18128819277073,6.06749830141704,6,12,25,0.5,1
0,1,1,2,8.77059380292359,8.5310618914594,12.6782227189703,9,13,24,1,1
1,0,1,2,8.40963966347785,8.50820500658612,10.7279111419344,12,14,27,1,1
0,1,0,1,7.78167404342266,9.98293186855025,10.8423216827549,7,15,27,0.8,0
1,1,1,3,10.5341495173775,7.89772908076831,12.297916390948,8,17,28,1,1
1,1,1,3,10.6788526492988,7.23281033192711,11.9413409942572,9,15,26,1,0
0,0,0,0,7.47595677609894,6.90596114296745,6.58360548713513,8,12,27,0,0
1,1,1,3,9.30753919123465,10.4909043994821,11.2963241349553,8,14,24,0.8,1
0,0,0,0,7.77195332069794,9.78480959488553,6.24696333513322,6,14,26,0.5,1
0,0,0,0,9.67375398108026,7.02490819853534,7.78599780691758,4,17,25,0.1,1
0,0,0,0,5.44830666474451,9.27229254126988,6.72422459864803,7,15,29,0.3,1
1,1,0,2,7.94182849793815,10.1138246501543,9.7623582593179,7,11,29,0.8,0
1,1,1,3,8.80002875091062,9.24099206579492,12.5436411518065,8,13,25,1,1
1,0,1,2,7.59976062104275,8.53936462373047,11.0567239133373,6,13,23,1,0
1,1,1,3,9.17545533180478,8.91803887858069,11.7900077130107,9,14,28,0.8,1
0,1,1,2,7.35191257086837,7.74730978322205,12.9358056812297,5,14,28,0.7,1
1,0,1,2,9.22245357742195,10.3140589262692,12.1424918234237,11,16,25,0.9,0
1,1,1,3,10.4236494819983,7.77824586984682,13.4171019892147,7,14,27,0.9,0
1,1,1,3,10.1556051381774,9.92063381215078,11.3639720645287,10,13,25,0.9,0
0,1,0,1,9.99485387755951,9.9785547760721,11.0601757633031,13,16,24,0.8,1
1,1,1,3,11.173763948732,6.97982638351096,13.0657666453212,13,17,23,1,1
1,1,1,3,10.7523600789011,8.49352203554133,13.6738381630246,6,10,23,0.9,1
1,0,1,2,8.77838560301707,10.8995882299945,13.0101947199786,10,14,22,0.9,1
0,1,1,2,8.5359953349341,8.67132435861194,11.9658853902002,7,17,26,0.9,0
0,1,0,1,6.81472510928989,7.8263221701009,10.9998074837378,10,12,26,0.5,1
1,1,0,2,8.59542066138594,10.0132478662484,11.2671137520507,8,15,25,0.9,0
1,1,1,3,11.3217170487221,8.24366108549241,12.2889424998756,9,12,25,0.8,0
1,0,1,2,7.31632620910464,11.3347892675312,12.0625957413924,10,14,32,0.7,0
1,1,0,2,7.63322625244623,10.1270198007826,12.389076900117,5,13,27,1,1
0,0,1,1,7.5091047202293,10.8789035139811,12.5706484537903,9,20,28,0.4,1
0,0,0,0,8.40338772435235,9.09569469994359,5.38417546669303,9,12,24,0.1,1
1,0,0,1,7.21107905057631,8.95364226738793,12.2511878956481,12,16,26,0.6,1
0,0,0,0,5.67976685717477,8.17819672928462,8.52224277099911,10,9,24,0.4,1
0,0,0,0,6.43936969919921,8.26110465076804,5.66337594761026,8,13,28,0.1,1
0,0,0,0,6.33998206980775,8.42823365168486,6.04592076451261,8,14,24,0.2,1
1,1,1,3,10.1044458471168,8.48885491985346,11.0989955532609,5,15,23,0.9,1
1,0,1,2,9.14245759548229,8.36840829953207,9.08367882752467,11,16,26,0.7,1
1,1,1,3,9.87012792054286,9.52022113191642,12.5287624897515,8,16,25,0.8,0
1,1,1,3,10.9502588105719,9.27677243264035,12.0533166564445,9,12,28,0.8,0
0,0,0,0,6.47681775557056,9.02407718795323,5.91304420246255,11,12,26,0.5,1
0,0,0,0,6.78754480705753,8.84515940293293,6.78122399522396,10,15,26,0.4,0
1,0,0,1,9.07550505833669,9.37299799937527,12.3195943933327,8,15,25,0.6,1
0,0,0,0,6.79452468279491,7.84707969819058,5.85848660582426,10,15,28,0.2,0
1,1,1,3,8.94699438847423,9.94186805949473,13.3734048873575,9,16,27,0.9,0
0,0,0,0,6.57336683599073,7.72975106218531,6.34247411724594,8,13,24,0.5,0
1,0,1,2,8.80070135730394,9.02206917084229,12.3782760407231,6,14,23,0.9,1
1,0,0,1,8.13299906183716,7.69565804751222,11.290860928186,7,15,27,0.4,1
0,0,0,0,5.9353941457211,8.49935801813447,7.0275459151267,9,11,28,0.4,1
1,0,0,1,8.31938515775737,9.64552753152828,11.3883700733353,7,15,21,0.7,0
1,1,1,3,11.1700593521426,9.0645270099865,10.834522047908,6,18,21,0.9,0
0,0,0,0,7.28070174305106,7.50390301664593,6.43391602363349,11,11,26,0.1,0
1,0,1,2,7.49205735266798,8.67877813995209,9.62972136073689,7,11,26,0.8,1
0,1,0,1,8.26884709962906,9.97001709127221,13.9688459212986,8,12,24,0.4,1
0,1,0,1,7.4672671201796,9.04505734049658,11.5065182187958,7,19,24,0.7,1
0,0,0,0,5.29496438865004,7.58210597835919,7.11035248249035,11,13,25,0.5,1
1,1,1,3,10.8176256508728,8.31997962363371,12.3857594498324,8,16,28,0.9,1
1,1,1,3,10.518486331363,6.69497246576699,12.4294345589645,5,15,25,0.8,1
1,0,0,1,6.20472355191866,9.62833249151728,11.7807836084281,10,16,28,0.7,1
1,1,1,3,9.91546478375005,10.3441609384621,13.1628681285322,11,13,24,0.9,0
0,1,1,2,7.31401304648531,6.66513637403392,9.95169472319047,8,13,25,0.7,0
0,0,1,1,8.27650969902433,8.83365204133403,10.969579268075,8,13,27,0.7,1
1,1,1,3,8.69970356710718,9.99358702276711,11.9937779410938,7,13,30,0.9,1
0,0,0,0,6.54304807155918,7.16884831937901,6.87703063642168,9,19,26,0.3,1
1,1,1,3,9.83112665073574,8.7036068545819,13.8442491720479,5,15,24,1,1
1,1,1,3,9.58493830997221,10.0984777447591,11.4408926994029,6,13,25,1,1
1,1,1,3,10.0213949978521,9.02031258386975,12.4170107311403,11,15,27,0.9,0
1,0,0,1,8.30478680216304,9.8647233831046,11.9711381406175,7,14,22,0.5,1
0,1,1,2,9.35798688243984,10.0290258349335,10.7930049517487,8,14,23,0.8,1
1,1,1,3,10.9014975695202,10.6675879507686,13.2040931287714,6,14,24,0.8,1
1,1,1,3,11.5860616947759,8.69608509044343,11.9590675516031,8,15,26,1,1
0,1,1,2,7.23821545981778,9.10240371083759,10.9681428840763,8,12,25,0.8,1
0,0,0,0,5.22727196389372,8.42252814577258,4.87514471698373,14,12,25,0.4,1
0,0,0,0,6.23319611966257,7.93180295402822,7.49554543760019,10,15,27,0.3,1
1,1,1,3,7.79558550826862,8.32651845486866,12.5362326077827,8,12,25,1,1
0,0,0,0,6.22043370566464,6.74044375640219,5.80290703410179,8,16,26,0.5,1
0,0,0,0,8.48202036696747,7.80131088693805,8.18704131631379,8,14,25,0.1,0
0,0,1,1,7.63241056282411,7.45174720204755,14.1157373221092,9,11,25,0.8,1
1,1,0,2,6.83248720741764,10.4178581641191,10.7235065098509,7,14,24,1,1
1,1,1,3,10.0417479581257,8.78723959991548,12.5592933627806,8,14,25,0.9,0
1,1,1,3,10.2735156447606,8.92657075419911,11.4152284731353,7,15,22,0.8,0
1,0,0,1,6.83894538330452,8.74855776147896,11.947124067634,9,13,25,0.5,1
1,1,0,2,6.64041569229879,9.36318671822299,13.3365330989267,9,15,28,0.9,0
1,0,0,1,8.88576852478025,8.04597414930684,11.3462792455544,11,14,26,0.4,1
1,1,1,3,10.4158500972869,10.1542776046955,11.3690975944045,6,13,24,0.8,0
1,1,0,2,9.23045621365469,9.15896323631956,10.7336855044788,8,17,26,0.8,0
1,1,1,3,8.68519418438489,10.0850055584482,12.0736528658786,8,17,25,1,0
1,0,0,1,7.92535982774087,8.83302552133144,12.5406304118939,9,20,26,0.6,1
1,1,1,3,7.85736027862886,11.0442405389313,12.3929068355062,9,9,24,0.8,1
1,0,0,1,8.15174281068165,8.22538329073696,11.5182007233017,7,15,24,0.4,1
1,1,0,2,6.11902114935804,10.5950842332553,11.8310785787482,12,14,26,0.7,0
1,1,1,3,9.38185602903672,8.0968986428068,10.6968978140659,6,16,28,0.9,1
0,0,0,0,6.28096509802078,8.6962973960795,6.49323620502296,3,16,25,0.3,1
1,0,1,2,8.4369860018305,10.5776750519944,11.1148526294251,9,15,25,0.8,1
1,1,1,3,9.81229762705976,9.20166832100853,11.7049104205064,8,14,27,1,1
0,1,1,2,9.58172826610473,9.28704288538559,12.1006374449981,6,19,27,1,1
1,1,1,3,9.7512294671232,7.59967269953633,12.8046228752675,12,19,23,0.8,1
0,1,1,2,7.33168501642728,10.7821621199797,11.702520208675,10,15,26,1,1
0,0,0,0,7.60922915626602,7.9303255478926,8.40117199496189,9,16,28,0,1
1,1,1,3,10.1449314787575,9.59470165058161,13.8975705743146,11,11,27,1,0
1,1,0,2,6.80154684953734,8.73280771597447,12.0080928203534,11,14,25,1,1
1,1,1,3,10.9776369756908,9.28914676262943,12.3449026737368,7,15,25,0.8,0
0,1,1,2,7.73689216022638,9.66255589225135,11.8496560247627,9,18,28,0.8,0
1,0,1,2,8.87160486597915,7.32836752792467,7.64096422143804,8,14,26,1,1
1,1,1,3,12.0424438553141,7.05477074117015,11.745289303401,8,19,26,1,0
0,0,0,0,5.88016860697233,7.99330254120054,6.08758009047729,8,16,28,0.2,1
0,0,1,1,8.99886732914364,8.45862392500065,12.6368021355158,9,13,27,0.8,1
1,0,1,2,6.32578749926342,6.91806236497839,10.8470833170016,12,16,29,0.7,0
1,1,1,3,10.9814425871014,8.60084115409466,11.8110445959619,10,13,25,0.9,0
1,1,1,3,8.70400982077888,8.56745086664186,10.726345055375,8,16,26,0.8,1
1,1,1,3,10.634252151909,9.05486454571896,11.8097947819351,7,16,22,0.9,1
0,0,0,0,7.53257560688245,10.0788874006677,6.49484172231723,11,17,26,0.2,1
1,1,0,2,7.46532030253234,8.8649924685732,10.3058772302119,5,16,23,1,0
1,0,1,2,7.47279596219288,10.7895951311139,9.70047410458061,9,13,26,0.7,0
0,0,0,0,6.07063172629818,7.79915310928852,6.96550725206091,11,13,27,0.2,0
1,1,1,3,10.3230371013115,8.80683170278133,13.4534905354897,6,17,23,1,1
1,1,1,3,12.1606211851417,8.59263873877974,13.3705794002544,10,16,26,1,0
0,1,0,1,7.39858012647458,7.90989544987437,12.1804237104983,11,17,27,0.8,1
1,0,0,1,7.50819971150964,9.61827859155942,11.6832731172932,6,16,26,0.5,1
1,1,1,3,11.1534941790509,9.52926267755051,12.6370619967118,7,13,23,0.9,1
1,1,0,2,8.17731198448711,10.2202043969107,11.8540273011968,8,17,25,0.7,1
1,0,1,2,6.96011538180426,9.72323618618938,11.3519849130987,8,20,25,0.9,1
1,1,1,3,8.90164048670588,9.28403937488576,13.6270315557825,9,12,26,1,1
1,1,1,3,9.11171419973391,8.31232169017841,12.2108038525449,7,19,23,1,0
0,1,1,2,9.05716228092196,9.78619118555456,10.5588392917928,9,17,25,0.7,1
1,0,1,2,8.02078925744562,11.4172666115025,10.181197819296,9,14,29,0.8,1
0,0,0,0,7.12990910408917,7.74001094010687,9.21397285376611,12,16,22,0.4,1
1,1,1,3,9.6598668053525,8.35757296063536,11.0419085782463,6,17,26,1,1
0,0,0,0,7.16333882501291,5.55817911368117,7.54483084621699,5,16,29,0,1
0,1,0,1,7.02118859978811,9.46237494700636,11.6203486029082,9,14,24,0.5,0
1,0,0,1,7.18365672926328,9.69731407923754,12.1291776023231,10,16,27,0.8,1
1,1,1,3,8.33771114139778,8.89270717798244,11.2582417237212,8,12,26,0.9,1
1,0,0,1,7.47467323363,8.54053956004691,13.0715237194079,6,14,23,0.7,0
0,1,1,2,8.87751937819872,10.1384764906779,10.8375463989085,8,16,26,0.9,0
1,1,0,2,9.75057202489978,9.09226189048802,10.2987983454988,7,17,27,0.9,0
1,1,1,3,9.36303657915238,10.3472460722542,13.9574834760373,3,11,25,1,1
