"V1","V2","V3","OBS","temp1","temp2","temp3","h1","h2","h3","conif","black"
0,0,0,0,9.51157539531807,8.31552481087799,11.0017223287007,7,11,24,0.3,1
0,0,0,0,6.08781184388735,9.29019747264306,10.2716819714471,9,16,23,0.5,1
1,1,1,3,9.61215175008749,9.95668825886938,13.1147667740301,9,12,29,1,1
1,1,1,3,7.2363041820735,12.2905295721124,13.2667567997123,7,20,25,1,0
1,1,1,3,7.44557192210731,10.2260433928985,12.6934200585473,10,12,27,1,0
0,0,0,0,6.97873528195868,10.1923450909884,8.66098334535958,5,12,23,0.5,1
1,1,1,3,6.77606421664501,11.0016391683462,12.010960256257,7,15,25,0.8,1
0,1,1,2,8.31394033226101,9.12737142410202,10.5922875990741,9,12,24,1,0
0,0,0,0,8.16400685775761,10.4240767113403,8.68135265685149,8,17,23,0.4,0
1,0,1,2,9.79836020646475,10.1119000518996,9.80881904364244,8,14,26,1,1
0,0,0,0,8.39866292934434,9.80932671380456,8.82709264525829,10,9,25,0.1,1
1,1,1,3,7.07861729069913,9.11240212395817,11.0855518580923,4,13,29,1,0
1,1,1,3,9.73831952684608,11.061371028955,10.2228324142157,11,13,26,0.8,1
0,1,1,2,9.41303866989016,10.2137308964216,10.697904010087,7,14,22,0.7,0
1,1,1,3,8.2755983846421,9.76361478282091,11.765310895695,8,15,27,0.8,0
1,1,1,3,7.39937970369591,11.1451723257772,12.1969470004409,9,12,29,1,0
1,0,1,2,10.1679491411915,10.4035492090266,11.0781968961264,12,15,25,1,0
0,0,0,0,7.13011241574677,8.22862063037362,9.29072657226796,8,14,28,0.3,0
1,1,1,3,8.58892830350831,10.6477338319496,14.0024262602607,14,12,26,0.9,1
0,1,1,2,8.41754806861974,10.2501845802141,12.0706379045679,9,14,21,0.8,1
0,1,1,2,7.49375546641265,11.4466578834935,11.6685362093922,7,16,27,0.8,1
1,0,1,2,8.12700781510526,8.92489756985941,12.3195485499622,6,14,23,0.7,0
0,0,0,0,7.86578513286686,7.61611579938574,9.94396766192968,6,16,22,0.1,0
1,1,1,3,8.34633346630561,9.53990947189963,11.2916404101825,8,15,25,0.9,1
1,1,1,3,7.49087265512816,13.0237786616552,11.3202441691853,6,12,25,0.9,1
0,0,0,0,8.31697758420528,9.58195126457472,8.63935351387028,7,16,26,0.4,1
1,1,1,3,8.59198228299694,10.6545743651008,12.8258817421426,9,14,22,0.8,1
1,1,0,2,7.98194980837825,9.79923953246657,14.2427021395606,6,15,28,0.8,1
0,0,0,0,6.30702789985898,10.3436975285439,10.5043590006693,9,13,26,0.1,1
1,1,0,2,8.79706881592768,10.0576350474651,11.350935672653,12,12,30,1,1
0,0,0,0,8.01646346835291,9.29843943409461,10.129304958091,9,16,26,0.5,1
1,1,1,3,9.25973760020255,10.0532812685099,12.7278312220988,6,12,23,1,0
0,1,1,2,9.64896398457536,10.780842226149,10.982011543882,9,15,25,0.8,1
0,0,0,0,5.53806102570299,9.72101689663501,11.2546699592237,5,15,26,0.1,0
0,0,0,0,7.2237613668353,9.19251181398846,9.35739099772701,7,13,26,0.1,0
1,1,1,3,10.8482374681618,12.0846554004095,11.0431289849026,8,12,27,1,0
1,1,1,3,8.6066136199823,11.0854833079298,12.6667911915448,10,15,22,0.9,0
0,0,0,0,7.90254174901238,9.20806829398026,10.7164382255984,9,13,26,0.1,0
0,0,0,0,7.81942845778379,8.43195288453096,10.5534689985928,8,16,26,0.4,1
0,0,0,0,7.74560651180865,8.72308433312801,9.74696114240793,11,14,27,0.2,0
1,1,1,3,8.14947602393436,11.2326172072781,12.3234003156253,8,10,21,1,1
1,1,1,3,4.44637438887405,12.1343092307577,10.5632550628007,11,15,28,0.8,1
0,1,0,1,8.00712094430684,9.72835324736992,10.5885940454555,12,15,21,0.4,1
0,0,0,0,7.29436050365081,9.71755650374085,10.7369609993156,8,17,28,0.2,0
0,0,0,0,7.82448638296007,9.70636811374635,12.2895639651695,6,16,27,0.5,0
0,1,1,2,9.01279681820285,8.98689731592742,11.620592702943,7,16,27,1,0
1,1,1,3,7.85065784990051,11.0241447548306,11.9273517989991,12,19,25,0.8,0
0,0,0,0,7.62385158556917,8.57629673013287,10.0103457954753,6,15,22,0.5,1
0,0,0,0,6.75884183757026,8.79722899779978,9.30828793175926,11,8,26,0.3,0
1,0,1,2,9.59318392174702,10.529865005522,10.2357156264484,9,16,27,0.9,0
0,0,0,0,5.27872613861283,8.83848761365799,8.67940249245078,7,14,23,0.4,1
0,1,0,1,8.52114306243054,11.0376436860201,13.6304887772427,10,13,27,0.6,1
0,0,0,0,7.15795274177757,8.70677526749802,8.75585290131538,7,14,23,0.1,1
0,0,0,0,7.56019020435487,8.13686678767701,11.449585978435,11,17,26,0,1
0,0,0,0,5.39841527400903,8.40631631379468,8.89820137623974,9,14,24,0,1
1,1,1,3,9.34825305393381,10.5154751488723,11.9817330622662,8,13,24,0.9,0
1,1,0,2,6.61413838796767,10.4384346429265,10.7854218298083,8,14,26,0.9,1
1,1,1,3,8.28193828220064,8.9446075450921,13.3460433321522,10,15,28,1,1
0,0,0,0,5.94721693731847,9.93834225450809,11.2139706227273,9,15,28,0.3,1
0,0,0,0,7.99636733223483,9.29699763402985,9.49394650984888,9,14,26,0.5,0
1,1,1,3,8.0690519072274,11.6380216460776,12.0151216686408,10,16,25,1,1
1,1,0,2,10.5422909617028,9.86269759812965,12.5330558133318,5,14,24,1,1
0,1,0,1,8.82939282634237,10.1418546152551,12.7503368878501,10,15,26,0.5,1
1,1,1,3,7.35996972282732,11.5002383968757,11.4104777623813,7,15,26,0.8,1
0,0,0,0,8.69379094385896,9.67454892269796,11.1055138421171,10,15,24,0.3,1
0,1,0,1,7.17255190839559,8.5371625478918,12.7161512728257,11,11,25,0.6,1
0,0,0,0,5.6418378422123,9.58122521353202,8.85693341011661,9,17,24,0.4,1
0,0,0,0,5.53403979627712,10.0330056297419,8.04976851324578,6,16,29,0,1
0,0,0,0,8.33270166348417,9.28106187435083,10.3517222024424,10,16,28,0.2,1
1,1,1,3,5.57691554605997,13.3449648958775,10.4868546074716,11,10,21,0.8,1
0,0,0,0,6.04927929039353,9.60406766376011,10.6673902963662,6,16,27,0.2,0
0,0,0,0,7.37643333270156,8.3669121390916,11.0070676479574,8,13,22,0.2,0
0,1,0,1,8.30913068159334,7.89989279337148,12.404687776265,7,17,23,0.8,0
1,0,1,2,10.148106268019,9.42426037372876,12.4813766235189,7,15,26,0.9,1
0,0,0,0,7.3661816107198,9.27106635601758,10.7356949915447,5,12,28,0.5,1
1,0,1,2,8.20455760353446,8.99349693540788,11.8989886818007,8,12,25,0.8,0
1,1,1,3,7.43253783779786,10.5299264309199,12.1198768753665,10,15,28,0.8,1
1,1,1,3,7.10538531549807,10.3792468011848,12.6067209687959,6,11,28,1,0
0,0,0,0,7.600827040774,9.60280033736674,10.5405403039257,7,14,25,0.1,0
0,0,0,0,5.71502803186378,6.11466301996398,9.50955754173932,10,16,26,0.1,0
0,1,1,2,8.08226204089167,8.65150425111231,10.5089858921098,12,16,23,0.7,0
1,1,1,3,9.62236537745449,10.4379608064313,12.3874200997078,8,13,24,1,1
1,1,1,3,9.12480098956421,10.0834865223626,13.3057344370589,8,16,24,0.9,0
1,1,1,3,6.67658630230421,12.3539854314764,10.9905150568592,9,16,23,0.9,0
0,0,0,0,6.72966465697041,10.3724279054382,9.22306426760183,6,13,25,0.3,1
0,0,0,0,3.93016834217276,9.28057937740333,11.1428090827363,11,13,28,0.5,1
0,0,0,0,8.09358806274395,9.87805187445619,9.54688500701398,9,15,27,0.5,1
1,0,1,2,7.57356254024783,9.70377815020025,11.8284415888366,8,13,22,0.8,1
0,0,0,0,6.29943254825421,10.2179305739018,11.0211667563004,9,15,22,0.4,1
0,0,0,0,6.35133867035938,10.6385980866987,10.8368489553939,9,15,28,0,1
1,1,1,3,9.01698523715474,10.3458508711134,11.8587104226632,6,17,26,1,1
1,1,1,3,7.97929040448907,11.0220783684119,12.0283068910717,9,14,27,0.8,1
0,0,0,0,8.22308424221136,10.2861861933302,9.87850679967518,7,9,21,0.4,1
1,1,1,3,7.28504299829959,11.9525389928029,13.3145031833044,5,15,27,1,0
0,1,1,2,9.67447569326985,8.8272374068268,11.7770747179423,8,17,26,1,0
0,0,1,1,8.77279597851781,10.3480209366082,10.5120283375807,7,16,24,0.5,1
1,1,1,3,7.33338172519273,11.4997514860639,13.0479064946601,9,12,26,1,0
0,0,0,0,8.23478432131215,8.29085005680348,10.6175192644783,8,15,25,0.2,1
0,1,1,2,8.96223133144283,9.17061686603775,10.7782610413597,11,13,22,1,1
1,1,1,3,8.54205150290078,13.185254439998,12.5632562300829,7,13,28,0.8,1
0,1,1,2,7.92136796567552,10.4555280834362,9.28763709463243,9,18,24,1,0
0,0,0,0,7.98777343869515,9.70956541317192,10.3967681568409,8,15,29,0,1
0,0,0,0,5.52058063885467,7.98530062487078,11.2749168170929,9,13,25,0.2,1
0,1,1,2,8.51379388065731,10.3398903265987,12.0954605159581,13,16,28,0.9,0
0,0,0,0,6.51628526901398,10.0207919697508,7.61624359434225,11,15,28,0.2,0
1,1,0,2,8.77968948269769,8.176601019131,12.1422340394124,7,16,26,0.9,1
1,1,1,3,9.66227700165172,11.6996332547623,10.9032240587759,8,14,26,1,0
1,1,1,3,6.53089165972461,11.054731345913,11.0592597212456,11,15,23,0.9,1
0,0,0,0,5.86535078118299,8.79471778719839,10.5137913926193,5,18,24,0.3,0
1,0,1,2,7.48513066612952,10.7539165717328,10.7031397969224,10,17,28,1,1
1,1,1,3,7.69527484391099,11.7808676797251,11.1593211839649,9,17,27,1,1
0,0,0,0,6.73951781839191,6.65240929260518,11.8299409888204,6,13,26,0.2,1
0,0,0,0,7.55330421706717,7.69239150432406,10.9349621125937,9,13,27,0,1
1,1,1,3,7.69535012732744,11.9667262764638,13.6684266304388,10,15,24,1,1
1,1,1,3,6.76243035101966,10.6806343856373,11.8163681597188,10,15,24,1,0
0,1,0,1,6.73726562871444,10.1656174705887,12.4946268831331,9,13,25,0.5,1
0,0,0,0,6.48374765522902,6.8620428395545,9.85431766463524,7,14,27,0.5,1
0,0,0,0,6.75233861273232,8.64785162495804,10.3529503997736,8,13,24,0.4,1
1,1,1,3,7.27928593614016,10.6268072216912,12.6027483758158,11,15,26,0.9,0
1,1,1,3,10.1428474192446,11.5918459440842,14.074742236332,11,18,25,1,1
1,1,1,3,7.70691973899679,10.7643335308512,11.8777447360063,9,12,26,0.8,0
1,0,1,2,10.3345540249884,9.99366748578231,10.5049788773968,8,14,28,0.7,0
0,0,0,0,5.54088721454179,9.61162686351045,8.27130354643984,10,12,27,0.2,1
0,1,1,2,6.38029998065748,10.1920574118648,11.6728822529871,10,13,27,1,1
0,1,1,2,8.5815429712118,9.40103594080592,12.104678049271,11,15,29,1,1
1,1,1,3,8.25332764893949,12.0556283104408,11.6243190898586,11,16,24,0.8,0
1,1,1,3,6.44302354029031,11.0075644544284,12.9378257479288,7,9,25,1,0
0,0,1,1,6.87839418320391,11.4867727337869,12.4739109024331,8,14,24,0.4,0
0,1,1,2,9.91390292156525,10.5452363262858,10.7149638975656,12,17,27,0.9,1
1,1,1,3,7.72817142397968,11.5141243908462,10.8219464239737,8,9,25,0.9,1
1,1,1,3,6.99662038307246,9.78731747644568,11.6501930207888,8,13,26,0.8,1
0,0,0,0,7.51732012180159,9.89208688431121,10.3985541748048,8,15,26,0.5,0
1,1,1,3,9.12554175633293,10.4858387097649,11.4231002808123,7,13,27,0.8,1
1,1,1,3,9.01152956499956,10.8015116650701,14.7914789957706,11,14,27,0.8,1
1,1,1,3,9.03889619768069,9.28212501016591,14.6154735545095,6,15,24,0.8,1
1,1,1,3,7.47774500774128,11.3698392096131,11.5734515547897,9,19,27,0.9,0
0,0,0,0,8.58036816818845,9.38001648255435,9.51833211337858,7,14,23,0.1,0
0,0,1,1,5.84928082464102,10.2717009121075,12.5225649690461,9,16,23,0.7,0
0,0,0,0,7.05956590072785,6.67659929361609,10.0937925871232,6,14,24,0.2,1
0,0,0,0,8.88598550339171,7.43416696064038,11.6254217093658,7,13,23,0.5,1
1,0,1,2,9.7039557442398,10.578575064175,11.2861506640068,11,11,28,0.7,0
1,0,1,2,6.94729151215833,9.64059687655722,9.43726001749694,8,19,27,0.8,1
0,1,1,2,8.90505439604522,11.2628304027415,9.25606380375719,9,13,27,0.9,1
1,1,1,3,9.79494926475506,10.0896146313342,11.3645639075237,7,19,22,0.8,1
0,0,0,0,6.17192802719371,9.78051314085217,9.95843295533528,8,11,24,0,1
1,1,1,3,9.64026312743758,10.8520682533254,11.6190706077246,7,12,26,0.9,1
1,0,0,1,9.88761262169339,8.9612031957159,12.3234002146539,8,12,25,0.7,1
0,0,0,0,5.26811541189774,9.61095460148765,8.69715495659566,8,17,22,0.3,1
1,1,1,3,7.92122376155896,10.3286106325656,13.4469336267691,10,16,25,0.8,1
0,1,0,1,6.79055586964191,7.84208002288852,11.8335731385611,7,14,27,0.7,1
1,1,1,3,8.97852624003447,10.6097323240199,11.447846628184,8,15,25,0.9,0
1,1,0,2,8.80680078230835,11.5938529234081,11.4935705309811,10,12,23,0.7,1
0,0,0,0,5.50385884857039,8.24511254555381,10.07431498179,6,15,27,0.2,0
0,0,0,0,7.51487899519298,8.729160710401,11.6541461197133,9,16,24,0,1
0,0,0,0,8.12615412219121,7.67352208470598,10.6118234035774,10,12,25,0.4,1
1,1,1,3,7.897907383039,10.5727116776634,11.6810703084576,10,15,21,1,1
0,0,0,0,5.38212858689909,8.78586893933621,8.57677571123318,8,18,22,0.4,0
0,0,0,0,4.94518058844868,8.33960545635311,8.55951370132056,10,14,27,0.1,0
1,1,0,2,9.92003924254131,10.2075943224678,10.4043305621189,10,14,23,0.7,0
1,0,1,2,9.13160011225301,10.1924492907374,10.9818738669592,7,11,22,0.9,0
0,1,1,2,8.80783284205844,9.47159919708987,11.5236529395134,9,11,25,1,1
0,0,0,0,5.05406992158461,9.70304803270026,9.73459244598094,8,16,25,0,1
1,1,0,2,9.40624904292922,8.7482029705716,12.3418329817545,9,13,25,0.8,0
1,1,1,3,8.18512167699661,11.2457750803789,13.5279405966813,6,13,26,0.9,1
0,0,0,0,6.35027273981569,8.41651520541691,9.63196542859538,7,13,28,0.4,0
0,0,0,0,6.08236949011717,9.09923778036164,10.3053075709292,7,8,28,0.1,1
1,0,0,1,6.89922924759386,9.79387698816702,11.8556701177619,7,13,24,0.5,1
0,0,0,0,7.44205130241108,9.1241416423342,8.87185066541283,8,14,22,0,1
1,1,1,3,8.59766081223953,10.5440679767413,12.0203871789293,9,16,27,0.8,1
0,0,0,0,5.77392483206449,10.0340098168875,8.98512814954127,7,15,26,0.2,0
0,0,0,0,8.22724211138596,10.2468726356432,10.2646249690614,12,11,28,0.4,0
1,1,1,3,8.00550111192082,11.3175624115964,12.4082472148094,6,15,26,0.8,0
0,0,0,0,6.87116106774783,9.83349377754432,12.460895881079,10,17,26,0,0
0,0,0,0,7.57423113880559,10.2109630217468,9.61260711392581,9,17,22,0.4,0
0,0,0,0,7.43232529140453,8.66483221316581,9.71067109043556,8,15,25,0.5,1
0,1,0,1,8.66314078160026,11.7310815468267,11.5701640423124,7,10,24,0.8,0
1,1,0,2,11.2935709071426,10.0682314461218,11.7758113033681,8,13,29,0.9,0
0,1,1,2,9.14267826444035,10.0894921066488,11.5681698343347,8,17,22,0.7,0
1,1,1,3,8.37576677364602,10.0986055479586,10.4115208205433,12,15,25,1,0
0,0,0,0,6.20946980000279,7.82050684606862,11.1735895028731,10,12,27,0.1,1
1,1,1,3,8.21702346492182,12.4328289430244,10.3975212761862,9,14,26,0.8,0
0,0,0,0,5.85295574569383,9.51072600717975,10.6582436596989,14,15,25,0.3,1
1,1,1,3,7.39606721347092,11.7359770568222,12.6188269974121,8,12,23,0.8,1
0,0,0,0,8.61342978220917,9.36746914896525,10.3021338607584,8,13,27,0.1,0
1,1,1,3,8.24262004483647,11.2356242972263,12.8893430532585,7,15,29,0.8,1
0,1,1,2,9.35761280293817,11.1855966423539,9.02084879570177,9,10,27,0.7,0
1,0,1,2,9.61537032544202,8.03542440574086,11.0466958843552,10,17,25,0.7,0
1,1,1,3,7.15326354540753,9.07718601596847,12.2180680244837,7,14,23,0.9,0
0,0,0,0,6.43655445147886,9.05423667674752,10.4480719529515,6,17,27,0,1
1,1,1,3,8.25678174738176,10.8894883268028,11.6416943702858,6,15,28,0.8,1
0,0,0,0,7.62715753723939,7.98823760237933,7.90320978724485,10,13,22,0.4,1
1,1,1,3,7.35707205618697,10.7952272850729,12.6062378378585,6,14,27,0.8,1
0,0,0,0,7.02060480990173,10.7672843628894,9.55996986086572,8,12,27,0.1,0
1,0,1,2,9.76473124321352,8.89853001219606,12.2863324263625,12,17,24,1,0
0,0,0,0,5.48828439955508,9.15515075307314,11.1377489611585,8,14,24,0.2,1
1,0,1,2,9.52612963947392,9.75640857473193,10.0982574289443,8,19,22,0.8,1
1,1,1,3,8.33472543998959,11.717387148921,11.9600415796014,10,11,25,0.8,0
1,0,1,2,9.69838267041851,9.00829517321202,10.979584520443,8,14,26,0.8,0
0,0,0,0,7.39015395675787,9.29119439255621,8.13919338984193,8,14,29,0.2,1
0,1,1,2,7.99367568140838,10.0431071236788,10.6399316967309,13,12,28,0.9,0
1,1,0,2,9.65293467160337,8.76966131457784,12.6712185003341,8,15,26,1,0
0,0,1,1,7.59295786704489,10.0749109852884,12.6051472605442,8,13,23,0.7,1
1,1,1,3,6.35630352875597,11.3198520449852,12.3911648979737,7,11,27,0.8,0
0,0,0,0,7.22346677122194,10.0776338579094,9.53447855503568,10,16,25,0.5,0
1,1,1,3,8.27729877630671,10.7899561016967,12.0644197976096,14,18,27,1,0
1,1,1,3,6.99432760855194,9.02301097409816,10.8845778997074,10,16,26,1,1
0,0,0,0,6.91727100731038,11.0941370078079,10.2934907163881,10,14,27,0.3,1
1,0,1,2,7.57958744940395,9.53975119042884,9.53736398721315,9,14,27,1,1
0,0,0,0,6.6546288120218,8.30368585071893,10.4080620640437,12,13,27,0.1,0
1,0,1,2,9.81940411090744,11.0138512920679,10.9091928114989,9,16,25,0.8,1
1,1,1,3,6.93250142564444,11.3867707781737,11.6898364087304,8,18,25,1,0
0,0,0,0,6.59083619146306,9.8670199049402,8.27079611168882,8,12,25,0.1,1
0,0,0,0,9.15609464462583,9.28276186856757,8.09261357075344,9,16,28,0.5,1
1,1,1,3,7.23672808622995,10.2220532367485,11.7358278622988,9,15,24,0.8,1
0,0,0,0,7.71924478052254,8.11488130694802,10.8631536205556,9,18,26,0.3,1
0,0,0,0,5.79053303696679,8.86004425974383,9.61067001915477,11,15,25,0.3,1
1,0,1,2,8.30156950239594,9.35491956056261,10.7110215015747,11,16,27,1,1
1,1,1,3,8.02134691391827,11.0446782151304,13.7875246059532,11,14,28,0.8,0
0,1,0,1,8.76163703362571,10.8802529714345,11.3578350415516,9,17,24,0.4,1
1,1,0,2,8.96000931829287,11.9918866782757,9.92399281490738,9,15,24,0.7,0
1,1,1,3,8.02803810533559,12.1111508576756,11.5849758487933,10,15,26,0.8,1
0,0,0,0,4.72580979759411,7.93994321152984,10.2606722301234,8,15,28,0.3,1
0,0,0,0,8.70781917164535,7.2184771469057,10.6754449495901,8,14,26,0.4,1
1,1,0,2,9.87742102874012,9.92155184592374,13.1777823114749,9,12,24,0.9,0
1,1,1,3,5.65792066795603,9.65949795991285,12.607645177708,9,16,26,0.9,1
0,0,0,0,6.59700508366745,10.9555756427711,9.21793728473145,6,9,24,0.5,0
1,0,1,2,9.16101979262198,9.36752442111087,10.8858951151053,10,16,23,0.9,0
1,1,1,3,7.58222715451547,9.89641944555067,12.0876232204744,6,12,24,0.9,1
0,0,0,0,7.54821412562377,8.90232119886152,8.87318816179451,8,14,27,0.1,1
1,1,0,2,10.1064658626029,11.0131627636782,11.0466366246818,5,15,22,1,0
1,1,1,3,7.33027972618305,10.2072968123656,12.6829323378386,10,17,22,1,1
1,1,1,3,7.86430449992676,10.1550771362101,12.2921686691441,10,13,24,1,1
0,0,0,0,6.7555246521714,7.77062690550259,9.49138582681811,8,17,27,0.1,0
0,0,0,0,7.83572389965192,9.90417733723092,10.8667199424291,6,17,30,0.5,1
1,1,1,3,8.10391610599795,11.1517298569415,11.3005337943938,9,14,27,0.9,1
0,0,0,0,6.91274429525375,7.85974894909379,10.3009267946888,8,13,29,0.1,0
1,1,1,3,6.93286301802968,11.2206023393733,13.4648171623474,11,12,31,0.9,0
1,1,0,2,8.88894158218326,9.19542013042919,12.2940568968542,10,15,22,0.8,0
1,1,1,3,6.90754342776442,11.41733943279,11.0457435406841,7,10,23,0.8,1
0,0,0,0,6.91615905810098,9.66546905546761,11.5455034627298,8,16,27,0.4,1
0,0,0,0,6.93156438109982,7.9768280382264,10.9164850483179,5,17,25,0.3,1
0,0,0,0,6.16430821986414,7.75506221167019,10.5925522958197,11,17,25,0,0
0,1,1,2,8.45932327474641,9.78234562720882,10.4740725213971,9,12,28,0.9,0
0,0,0,0,5.94127997550814,8.15316807817035,9.05360302047636,6,15,29,0,0
1,1,1,3,7.30930200162558,10.7187449260955,10.15385905155,11,12,25,1,0
1,1,0,2,9.93606967443023,11.3185067235457,10.4173598353994,7,13,23,0.9,1
0,0,0,0,6.99499472597828,9.49529361679131,10.2610906479251,10,13,26,0.2,1
0,0,0,0,8.56758835710201,9.00439557324158,9.58351201460422,10,13,26,0,0
1,1,1,3,9.21761840042009,10.0170284217193,11.9756954373181,3,15,25,0.8,0
1,0,1,2,9.94617294781021,8.7862385335902,11.9413864636978,8,13,28,0.9,1
1,1,1,3,6.80829271308541,11.507667830074,12.5874054365973,7,14,28,1,1
0,0,0,0,5.16643786778881,9.53401499368043,9.48136381833928,7,15,26,0,1
0,0,0,0,8.28656666983721,11.0515391400583,9.69777496936562,5,14,29,0.3,1
1,1,1,3,7.68967387975027,12.7311804401922,13.0580293299467,13,14,24,1,1
1,1,1,3,7.27445786752269,10.044531234149,11.6171767031815,11,12,25,0.9,1
1,1,0,2,7.16407096198289,10.9949015149349,10.2458453835602,5,17,23,0.7,0
0,0,0,0,5.70765692278865,7.95594336708414,9.63342210044227,7,16,27,0.5,0
1,1,1,3,7.7661653616851,11.0840885473186,12.9598217062734,7,12,27,0.9,0
1,1,1,3,6.66724030693888,10.9390077147369,12.2039339906693,9,12,26,1,1
0,1,0,1,8.46014008542144,9.99327303610295,11.5217968489957,5,14,25,0.7,1
0,0,0,0,6.95570715386845,9.8667914242493,7.96193830002283,8,16,27,0.4,1
0,0,0,0,7.48286528394326,10.1240767004684,8.91194778964107,9,10,23,0.5,1
0,0,0,0,7.56897882505871,11.1340382835427,8.95341443960289,12,15,22,0.3,1
0,0,0,0,7.21703593263165,9.7995128299726,10.5765844414624,3,13,25,0.4,0
1,1,1,3,8.63834901921624,11.7443050686424,12.8116207265875,6,17,26,0.9,1
1,0,1,2,6.64054487252466,9.92512768530573,11.6458139524073,11,17,26,0.9,0
0,0,0,0,5.82017907411365,10.3017954774525,10.1280748538172,7,14,28,0,0
0,0,0,0,7.58578457819377,5.92197975561299,12.5879227557161,9,14,24,0.3,0
1,1,1,3,8.04689897357887,9.1231796784997,13.996284518336,9,14,28,0.9,1
1,1,1,3,8.33662850579963,11.5351840847471,12.280319637323,6,17,21,1,0
1,1,1,3,6.95656831909059,10.8962081510295,11.9538965641441,11,17,26,0.8,0
1,1,0,2,9.68689586567913,10.2082254696288,8.46550045149647,9,15,27,0.7,1
1,0,1,2,9.252655303795,10.6351035919272,10.2419723267166,11,15,25,1,0
0,0,0,0,7.56272894258613,9.98513860135311,10.5671427585036,9,13,24,0,1
0,1,1,2,9.39793528751689,9.38463076596316,9.74020601749615,8,15,25,0.9,1
1,1,1,3,6.59314441160879,10.9967627704684,11.5002283927414,9,15,26,1,1
0,0,0,0,6.13818670836224,8.6205119174584,10.2848715307817,12,13,26,0.5,0
0,1,0,1,7.73699885098844,9.52228573656904,11.8416812454478,11,12,25,0.5,1
0,1,0,1,7.87609772225981,9.22948977935122,11.4511700951896,10,14,23,0.4,1
1,0,0,1,7.32996041288421,9.58284949228712,12.2433814437965,9,17,24,0.5,1
0,0,0,0,6.47312453262848,7.99957334561489,8.76501308432953,6,16,24,0.2,1
1,1,1,3,7.6973772964595,8.47686633754076,11.6468736153059,12,11,26,0.8,1
1,1,1,3,8.66048451702598,12.2502117748822,11.1810559034312,11,13,23,1,1
1,1,1,3,8.32671448649447,9.0807100991998,11.6181811330994,7,12,26,0.8,1
0,0,0,0,5.7104833138614,8.74337671046954,9.74227250738095,10,16,25,0,1
1,1,1,3,7.95680662608292,9.76115247372151,11.81357482078,8,14,25,0.8,1
1,1,1,3,7.70524583058653,10.1525969601998,11.4328693761167,10,14,23,1,1
0,0,0,0,7.54200648724531,10.0728584247436,11.724930898909,11,16,28,0.4,1
1,0,0,1,8.07383465322519,8.50348170030027,12.6462610577134,7,14,25,0.7,1
1,0,0,1,6.9400460308551,9.11268297025251,12.5161053963858,12,14,29,0.4,1
0,0,0,0,5.61452849350434,8.77171572545926,9.15443890841122,6,15,20,0.3,1
0,1,1,2,8.85220085312829,9.55425445540694,9.99258503866823,5,13,27,1,1
1,1,0,2,8.69147541602931,10.4401444505289,9.05719088566438,8,12,25,0.9,0
0,0,0,0,7.69170979968713,9.11121915618054,9.1615125151569,7,13,24,0,1
0,0,0,0,8.52711511553855,7.5011689148457,9.81330384292237,9,15,24,0,0
1,1,1,3,8.01802889188596,13.4242142765484,12.145610578614,8,15,29,1,1
1,1,0,2,9.88518257849076,8.67669006482729,12.1613839354997,12,14,26,0.8,1
1,1,1,3,8.96201300660398,11.6543577163901,11.4897687987522,7,13,24,0.8,1
1,1,1,3,9.56285889604948,11.4140834212135,10.2499293832633,6,10,23,0.9,1
1,1,1,3,7.84857675657886,10.0960994749039,11.3844900467363,8,17,32,1,0
0,0,0,0,7.46420083806289,9.14278811616109,10.3688815873982,10,15,24,0.3,0
1,1,1,3,8.31779793279366,9.97231921425354,12.0220596339285,8,14,24,0.8,1
0,0,0,0,7.46309363111006,8.48067333606263,8.97785184842983,7,16,25,0.1,0
0,0,0,0,6.57361281050598,9.35465443587149,10.6211460185145,5,16,30,0.3,0
1,1,1,3,4.97160214898716,10.5240670378478,13.8236754626416,7,14,25,0.8,0
0,1,1,2,9.55427654441218,10.0180054607047,9.42210209800754,10,14,26,0.7,1
1,0,1,2,9.1143461212488,9.00862743423075,11.5403722487747,6,17,25,0.7,1
1,1,1,3,8.0988019995635,11.4342754474197,13.8927450791214,7,18,27,0.8,1
0,0,0,0,10.6540724392255,10.3502658199872,10.1230209642132,9,13,29,0,1
0,0,0,0,7.01986498963315,9.89738506928773,10.361771705092,7,15,25,0,1
0,1,1,2,9.74417741521533,11.6955530114554,11.561603902856,9,14,23,1,0
0,0,0,0,7.33360035267372,8.23553016439777,10.2589218075849,10,16,30,0.4,1
1,1,1,3,8.61337707571873,9.06531106403923,12.566128013471,10,13,27,0.9,0
0,1,1,2,9.05917393621088,8.09811600448304,10.6873186829358,7,17,25,0.7,0
0,0,0,0,5.29979312883597,9.59733090535613,11.1437300423919,7,12,26,0.2,0
1,1,1,3,8.31008116648596,11.6648889025747,13.521124737978,9,12,24,0.9,1
0,0,0,0,8.22829942545448,8.56187266441826,10.4882251635386,10,18,22,0.3,1
0,0,0,0,5.51048985520288,10.4799004155009,10.2077787807516,10,17,19,0.1,0
1,0,1,2,9.88798488606258,10.8632311657415,9.80528518389532,6,16,22,0.7,1
0,0,1,1,6.13023930159493,10.0903714418814,12.7276022131015,12,15,25,0.7,1
1,0,1,2,8.92844116019603,9.93169053006691,10.0803287487414,8,14,28,0.9,0
